uid,as_of,F1_factor,F1_band,F1_nbands,F1_pass,F2_factor,F2_pass,C_source,C_rule,C_pass,V,V_pass,selected
TW::EV_S_qb0of3__REVENUE_qb0of3__C11_EPS_DYN_qmax8__v0,2025-06-30,EV_S,0,3,False,REVENUE,False,EPS,qmax8,False,v0,,False
TW::EV_S_qb0of3__REVENUE_qb0of3__C11_EPS_DYN_qmax8__v0,2025-09-30,EV_S,0,3,False,REVENUE,False,EPS,qmax8,True,v0,,False
TW::PS_qb0of3__ROE_qb2of3__C4_ROE_DYN_qmax8__v0,2023-12-31,PS,0,3,False,ROE,True,ROE,qmax8,False,v0,,False
TW::PS_qb0of3__ROE_qb2of3__C4_ROE_DYN_qmax8__v0,2024-03-31,PS,0,3,False,ROE,True,ROE,qmax8,False,v0,,False
TW::PS_qb0of3__ROE_qb2of3__C4_ROE_DYN_qmax8__v0,2024-06-30,PS,0,3,False,ROE,True,ROE,qmax8,False,v0,,False
TW::PS_qb0of3__ROE_qb2of3__C4_ROE_DYN_qmax8__v0,2024-09-30,PS,0,3,False,ROE,True,ROE,qmax8,False,v0,,False
TW::PS_qb0of3__ROE_qb2of3__C4_ROE_DYN_qmax8__v0,2024-12-31,PS,0,3,False,ROE,True,ROE,qmax8,False,v0,,False
TW::PS_qb0of3__ROE_qb2of3__C4_ROE_DYN_qmax8__v0,2025-03-31,PS,0,3,False,ROE,True,ROE,qmax8,True,v0,,False
TW::PS_qb0of3__ROE_qb2of3__C4_ROE_DYN_qmax8__v0,2025-06-30,PS,0,3,False,ROE,True,ROE,qmax8,False,v0,,False
TW::PS_qb0of3__ROE_qb2of3__C4_ROE_DYN_qmax8__v0,2025-09-30,PS,0,3,False,ROE,True,ROE,qmax8,False,v0,,False
TW::PB_qb0of3__ROE_qb2of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,2023-12-31,PB,0,3,False,ROE,True,EPS,ytdavg_gt_lyavg,True,v0,,False
TW::PB_qb0of3__ROE_qb2of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,2024-03-31,PB,0,3,False,ROE,True,EPS,ytdavg_gt_lyavg,True,v0,,False
TW::PB_qb0of3__ROE_qb2of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,2024-06-30,PB,0,3,False,ROE,True,EPS,ytdavg_gt_lyavg,True,v0,,False
TW::PB_qb0of3__ROE_qb2of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,2024-09-30,PB,0,3,False,ROE,True,EPS,ytdavg_gt_lyavg,True,v0,,False
TW::PB_qb0of3__ROE_qb2of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,2024-12-31,PB,0,3,False,ROE,True,EPS,ytdavg_gt_lyavg,True,v0,,False
TW::PB_qb0of3__ROE_qb2of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,2025-03-31,PB,0,3,False,ROE,True,EPS,ytdavg_gt_lyavg,True,v0,,False
TW::PB_qb0of3__ROE_qb2of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,2025-06-30,PB,0,3,False,ROE,True,EPS,ytdavg_gt_lyavg,True,v0,,False
TW::PB_qb0of3__ROE_qb2of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,2025-09-30,PB,0,3,False,ROE,True,EPS,ytdavg_gt_lyavg,True,v0,,False
TW::P_IC_qb0of3__ROIC_qb2of3__C3_ROE_DYN_qmax4__v0,2023-12-31,P_IC,0,3,False,ROIC,True,ROE,qmax4,False,v0,,False
TW::P_IC_qb0of3__ROIC_qb2of3__C3_ROE_DYN_qmax4__v0,2024-03-31,P_IC,0,3,False,ROIC,True,ROE,qmax4,False,v0,,False
TW::P_IC_qb0of3__ROIC_qb2of3__C3_ROE_DYN_qmax4__v0,2024-06-30,P_IC,0,3,False,ROIC,True,ROE,qmax4,False,v0,,False
TW::P_IC_qb0of3__ROIC_qb2of3__C3_ROE_DYN_qmax4__v0,2024-09-30,P_IC,0,3,False,ROIC,True,ROE,qmax4,False,v0,,False
TW::P_IC_qb0of3__ROIC_qb2of3__C3_ROE_DYN_qmax4__v0,2024-12-31,P_IC,0,3,False,ROIC,True,ROE,qmax4,True,v0,,False
TW::P_IC_qb0of3__ROIC_qb2of3__C3_ROE_DYN_qmax4__v0,2025-03-31,P_IC,0,3,False,ROIC,True,ROE,qmax4,True,v0,,False
TW::P_IC_qb0of3__ROIC_qb2of3__C3_ROE_DYN_qmax4__v0,2025-06-30,P_IC,0,3,False,ROIC,True,ROE,qmax4,False,v0,,False
TW::P_IC_qb0of3__ROIC_qb2of3__C3_ROE_DYN_qmax4__v0,2025-09-30,P_IC,0,3,False,ROIC,True,ROE,qmax4,False,v0,,False
TW::OCF_E_qb2of3__CROIC_qb1of3__C11_EPS_DYN_qmax8__v0,2023-12-31,OCF_E,2,3,True,CROIC,False,EPS,qmax8,False,v0,,False
TW::OCF_E_qb2of3__CROIC_qb1of3__C11_EPS_DYN_qmax8__v0,2024-03-31,OCF_E,2,3,True,CROIC,False,EPS,qmax8,False,v0,,False
TW::OCF_E_qb2of3__CROIC_qb1of3__C11_EPS_DYN_qmax8__v0,2024-06-30,OCF_E,2,3,True,CROIC,True,EPS,qmax8,False,v0,,False
TW::OCF_E_qb2of3__CROIC_qb1of3__C11_EPS_DYN_qmax8__v0,2024-09-30,OCF_E,2,3,True,CROIC,True,EPS,qmax8,False,v0,,False
TW::OCF_E_qb2of3__CROIC_qb1of3__C11_EPS_DYN_qmax8__v0,2024-12-31,OCF_E,2,3,True,CROIC,False,EPS,qmax8,True,v0,,False
TW::OCF_E_qb2of3__CROIC_qb1of3__C11_EPS_DYN_qmax8__v0,2025-03-31,OCF_E,2,3,True,CROIC,False,EPS,qmax8,True,v0,,False
TW::OCF_E_qb2of3__CROIC_qb1of3__C11_EPS_DYN_qmax8__v0,2025-06-30,OCF_E,2,3,True,CROIC,True,EPS,qmax8,False,v0,,False
TW::OCF_E_qb2of3__CROIC_qb1of3__C11_EPS_DYN_qmax8__v0,2025-09-30,OCF_E,2,3,True,CROIC,False,EPS,qmax8,True,v0,,False
TW::MOM_qb2of3__REV_G_qb1of3__C4_ROE_DYN_qmax8__v0,2023-12-31,MOM,2,3,True,REV_G,True,ROE,qmax8,False,v0,,False
TW::MOM_qb2of3__REV_G_qb1of3__C4_ROE_DYN_qmax8__v0,2024-03-31,MOM,2,3,True,REV_G,True,ROE,qmax8,False,v0,,False
TW::MOM_qb2of3__REV_G_qb1of3__C4_ROE_DYN_qmax8__v0,2024-06-30,MOM,2,3,True,REV_G,False,ROE,qmax8,False,v0,,False
TW::MOM_qb2of3__REV_G_qb1of3__C4_ROE_DYN_qmax8__v0,2024-09-30,MOM,2,3,False,REV_G,False,ROE,qmax8,False,v0,,False
TW::MOM_qb2of3__REV_G_qb1of3__C4_ROE_DYN_qmax8__v0,2024-12-31,MOM,2,3,True,REV_G,False,ROE,qmax8,False,v0,,False
TW::MOM_qb2of3__REV_G_qb1of3__C4_ROE_DYN_qmax8__v0,2025-03-31,MOM,2,3,False,REV_G,False,ROE,qmax8,True,v0,,False
TW::MOM_qb2of3__REV_G_qb1of3__C4_ROE_DYN_qmax8__v0,2025-06-30,MOM,2,3,True,REV_G,False,ROE,qmax8,False,v0,,False
TW::MOM_qb2of3__REV_G_qb1of3__C4_ROE_DYN_qmax8__v0,2025-09-30,MOM,2,3,True,REV_G,False,ROE,qmax8,False,v0,,False
TW::P_IC_qb0of3__ROIC_qb2of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,2023-12-31,P_IC,0,3,False,ROIC,True,EPS,ytdavg_gt_lyavg,True,v0,,False
TW::P_IC_qb0of3__ROIC_qb2of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,2024-03-31,P_IC,0,3,False,ROIC,True,EPS,ytdavg_gt_lyavg,True,v0,,False
TW::P_IC_qb0of3__ROIC_qb2of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,2024-06-30,P_IC,0,3,False,ROIC,True,EPS,ytdavg_gt_lyavg,True,v0,,False
TW::P_IC_qb0of3__ROIC_qb2of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,2024-09-30,P_IC,0,3,False,ROIC,True,EPS,ytdavg_gt_lyavg,True,v0,,False
TW::P_IC_qb0of3__ROIC_qb2of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,2024-12-31,P_IC,0,3,False,ROIC,True,EPS,ytdavg_gt_lyavg,True,v0,,False
TW::P_IC_qb0of3__ROIC_qb2of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,2025-03-31,P_IC,0,3,False,ROIC,True,EPS,ytdavg_gt_lyavg,True,v0,,False
TW::P_IC_qb0of3__ROIC_qb2of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,2025-06-30,P_IC,0,3,False,ROIC,True,EPS,ytdavg_gt_lyavg,True,v0,,False
TW::P_IC_qb0of3__ROIC_qb2of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,2025-09-30,P_IC,0,3,False,ROIC,True,EPS,ytdavg_gt_lyavg,True,v0,,False
TW::P_IC_qb0of3__ROE_qb2of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,2023-12-31,P_IC,0,3,False,ROE,True,EPS,ytdavg_gt_lyavg,True,v0,,False
TW::P_IC_qb0of3__ROE_qb2of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,2024-03-31,P_IC,0,3,False,ROE,True,EPS,ytdavg_gt_lyavg,True,v0,,False
TW::P_IC_qb0of3__ROE_qb2of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,2024-06-30,P_IC,0,3,False,ROE,True,EPS,ytdavg_gt_lyavg,True,v0,,False
TW::P_IC_qb0of3__ROE_qb2of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,2024-09-30,P_IC,0,3,False,ROE,True,EPS,ytdavg_gt_lyavg,True,v0,,False
TW::P_IC_qb0of3__ROE_qb2of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,2024-12-31,P_IC,0,3,False,ROE,True,EPS,ytdavg_gt_lyavg,True,v0,,False
TW::P_IC_qb0of3__ROE_qb2of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,2025-03-31,P_IC,0,3,False,ROE,True,EPS,ytdavg_gt_lyavg,True,v0,,False
TW::P_IC_qb0of3__ROE_qb2of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,2025-06-30,P_IC,0,3,False,ROE,True,EPS,ytdavg_gt_lyavg,True,v0,,False
TW::P_IC_qb0of3__ROE_qb2of3__C14_EPS_DYN_ytdavg_gt_lyavg__v0,2025-09-30,P_IC,0,3,False,ROE,True,EPS,ytdavg_gt_lyavg,True,v0,,False
TW::P_IC_qb0of3__EV_EBITDA_qb0of3__C12_EPS_DYN_yoy__v0,2023-12-31,P_IC,0,3,False,EV_EBITDA,False,EPS,yoy,False,v0,,False
TW::P_IC_qb0of3__EV_EBITDA_qb0of3__C12_EPS_DYN_yoy__v0,2024-03-31,P_IC,0,3,False,EV_EBITDA,False,EPS,yoy,False,v0,,False
TW::P_IC_qb0of3__EV_EBITDA_qb0of3__C12_EPS_DYN_yoy__v0,2024-06-30,P_IC,0,3,False,EV_EBITDA,False,EPS,yoy,True,v0,,False
TW::P_IC_qb0of3__EV_EBITDA_qb0of3__C12_EPS_DYN_yoy__v0,2024-09-30,P_IC,0,3,False,EV_EBITDA,False,EPS,yoy,True,v0,,False
TW::P_IC_qb0of3__EV_EBITDA_qb0of3__C12_EPS_DYN_yoy__v0,2024-12-31,P_IC,0,3,False,EV_EBITDA,False,EPS,yoy,True,v0,,False
TW::P_IC_qb0of3__EV_EBITDA_qb0of3__C12_EPS_DYN_yoy__v0,2025-03-31,P_IC,0,3,False,EV_EBITDA,False,EPS,yoy,True,v0,,False
TW::P_IC_qb0of3__EV_EBITDA_qb0of3__C12_EPS_DYN_yoy__v0,2025-06-30,P_IC,0,3,False,EV_EBITDA,False,EPS,yoy,True,v0,,False
TW::P_IC_qb0of3__EV_EBITDA_qb0of3__C12_EPS_DYN_yoy__v0,2025-09-30,P_IC,0,3,False,EV_EBITDA,False,EPS,yoy,True,v0,,False
TW::P_IC_qb0of3__ROIC_qb2of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v0,2023-12-31,P_IC,0,3,False,ROIC,True,EPS,ytdavg_gt_lyytdavg,True,v0,,False
TW::P_IC_qb0of3__ROIC_qb2of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v0,2024-03-31,P_IC,0,3,False,ROIC,True,EPS,ytdavg_gt_lyytdavg,True,v0,,False
TW::P_IC_qb0of3__ROIC_qb2of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v0,2024-06-30,P_IC,0,3,False,ROIC,True,EPS,ytdavg_gt_lyytdavg,False,v0,,False
TW::P_IC_qb0of3__ROIC_qb2of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v0,2024-09-30,P_IC,0,3,False,ROIC,True,EPS,ytdavg_gt_lyytdavg,True,v0,,False
TW::P_IC_qb0of3__ROIC_qb2of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v0,2024-12-31,P_IC,0,3,False,ROIC,True,EPS,ytdavg_gt_lyytdavg,True,v0,,False
TW::P_IC_qb0of3__ROIC_qb2of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v0,2025-03-31,P_IC,0,3,False,ROIC,True,EPS,ytdavg_gt_lyytdavg,True,v0,,False
TW::P_IC_qb0of3__ROIC_qb2of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v0,2025-06-30,P_IC,0,3,False,ROIC,True,EPS,ytdavg_gt_lyytdavg,True,v0,,False
